"郵便番号（7桁）","","導管事業者名","都道府県名","市区町村名","町域名","市区町村名","町域名","導管事業者ID","契約プランID","契約プラン名","託送供給契約約款区分","料金地区区分コード","備考"
"1056324","105-6324","東京ガス","東京都","港区","虎ノ門虎ノ門ヒルズ森タワー ２４階","ミナトク","トラノモントラノモンヒルズモリタワー24カイ","1","2","プレミアム5+プラン","","",""
"1056325","105-6325","東京ガス","東京都","港区","虎ノ門虎ノ門ヒルズ森タワー ２５階","ミナトク","トラノモントラノモンヒルズモリタワー25カイ","1","2","プレミアム5+プラン","","",""
"1056326","105-6326","東京ガス","東京都","港区","虎ノ門虎ノ門ヒルズ森タワー ２６階","ミナトク","トラノモントラノモンヒルズモリタワー26カイ","1","2","プレミアム5+プラン","","",""
"1056327","105-6327","東京ガス","東京都","港区","虎ノ門虎ノ門ヒルズ森タワー ２７階","ミナトク","トラノモントラノモンヒルズモリタワー27カイ","1","2","プレミアム5+プラン","","",""
"1056328","105-6328","東京ガス","東京都","港区","虎ノ門虎ノ門ヒルズ森タワー ２８階","ミナトク","トラノモントラノモンヒルズモリタワー28カイ","1","2","プレミアム5+プラン","","",""
"1056329","105-6329","東京ガス","東京都","港区","虎ノ門虎ノ門ヒルズ森タワー ２９階","ミナトク","トラノモントラノモンヒルズモリタワー29カイ","1","2","プレミアム5+プラン","","",""
"1056330","105-6330","東京ガス","東京都","港区","虎ノ門虎ノ門ヒルズ森タワー ３０階","ミナトク","トラノモントラノモンヒルズモリタワー30カイ","1","2","プレミアム5+プラン","","",""
"1056331","105-6331","東京ガス","東京都","港区","虎ノ門虎ノ門ヒルズ森タワー ３１階","ミナトク","トラノモントラノモンヒルズモリタワー31カイ","1","2","プレミアム5+プラン","","",""
"1056332","105-6332","東京ガス","東京都","港区","虎ノ門虎ノ門ヒルズ森タワー ３２階","ミナトク","トラノモントラノモンヒルズモリタワー32カイ","1","2","プレミアム5+プラン","","",""
"1056333","105-6333","東京ガス","東京都","港区","虎ノ門虎ノ門ヒルズ森タワー ３３階","ミナトク","トラノモントラノモンヒルズモリタワー33カイ","1","2","プレミアム5+プラン","","",""
"1056334","105-6334","東京ガス","東京都","港区","虎ノ門虎ノ門ヒルズ森タワー ３４階","ミナトク","トラノモントラノモンヒルズモリタワー34カイ","1","2","プレミアム5+プラン","","",""
"1056335","105-6335","東京ガス","東京都","港区","虎ノ門虎ノ門ヒルズ森タワー ３５階","ミナトク","トラノモントラノモンヒルズモリタワー35カイ","1","2","プレミアム5+プラン","","",""
"1056336","105-6336","東京ガス","東京都","港区","虎ノ門虎ノ門ヒルズ森タワー ３６階","ミナトク","トラノモントラノモンヒルズモリタワー36カイ","1","2","プレミアム5+プラン","","",""
"1060031","106-0031","東京ガス","東京都","港区","西麻布","ミナトク","ニシアザブ","1","2","プレミアム5+プラン","","",""
"1050003","105-0003","東京ガス","東京都","港区","西新橋","ミナトク","ニシシンバシ","1","2","プレミアム5+プラン","","",""
"1050013","105-0013","東京ガス","東京都","港区","浜松町","ミナトク","ハママツチョウ","1","2","プレミアム5+プラン","","",""
"1060044","106-0044","東京ガス","東京都","港区","東麻布","ミナトク","ヒガシアザブ","1","2","プレミアム5+プラン","","",""
"1050021","105-0021","東京ガス","東京都","港区","東新橋","ミナトク","ヒガシシンバシ","1","2","プレミアム5+プラン","","",""
"1057190","105-7190","東京ガス","東京都","港区","東新橋汐留シティセンター","ミナトク","ヒガシシンバシシオドメシティセンター","1","2","プレミアム5+プラン","","",""
"1057101","105-7101","東京ガス","東京都","港区","東新橋汐留シティセンター １階","ミナトク","ヒガシシンバシシオドメシティセンター1カイ","1","2","プレミアム5+プラン","","",""
"1057102","105-7102","東京ガス","東京都","港区","東新橋汐留シティセンター ２階","ミナトク","ヒガシシンバシシオドメシティセンター2カイ","1","2","プレミアム5+プラン","","",""
"1057103","105-7103","東京ガス","東京都","港区","東新橋汐留シティセンター ３階","ミナトク","ヒガシシンバシシオドメシティセンター3カイ","1","2","プレミアム5+プラン","","",""
"1057104","105-7104","東京ガス","東京都","港区","東新橋汐留シティセンター ４階","ミナトク","ヒガシシンバシシオドメシティセンター4カイ","1","2","プレミアム5+プラン","","",""
"1057105","105-7105","東京ガス","東京都","港区","東新橋汐留シティセンター ５階","ミナトク","ヒガシシンバシシオドメシティセンター5カイ","1","2","プレミアム5+プラン","","",""
"1057106","105-7106","東京ガス","東京都","港区","東新橋汐留シティセンター ６階","ミナトク","ヒガシシンバシシオドメシティセンター6カイ","1","2","プレミアム5+プラン","","",""
"1057107","105-7107","東京ガス","東京都","港区","東新橋汐留シティセンター ７階","ミナトク","ヒガシシンバシシオドメシティセンター7カイ","1","2","プレミアム5+プラン","","",""
"1057108","105-7108","東京ガス","東京都","港区","東新橋汐留シティセンター ８階","ミナトク","ヒガシシンバシシオドメシティセンター8カイ","1","2","プレミアム5+プラン","","",""
"1057109","105-7109","東京ガス","東京都","港区","東新橋汐留シティセンター ９階","ミナトク","ヒガシシンバシシオドメシティセンター9カイ","1","2","プレミアム5+プラン","","",""
"1057110","105-7110","東京ガス","東京都","港区","東新橋汐留シティセンター １０階","ミナトク","ヒガシシンバシシオドメシティセンター10カイ","1","2","プレミアム5+プラン","","",""
"1057111","105-7111","東京ガス","東京都","港区","東新橋汐留シティセンター １１階","ミナトク","ヒガシシンバシシオドメシティセンター11カイ","1","2","プレミアム5+プラン","","",""
"1057112","105-7112","東京ガス","東京都","港区","東新橋汐留シティセンター １２階","ミナトク","ヒガシシンバシシオドメシティセンター12カイ","1","2","プレミアム5+プラン","","",""
"1057113","105-7113","東京ガス","東京都","港区","東新橋汐留シティセンター １３階","ミナトク","ヒガシシンバシシオドメシティセンター13カイ","1","2","プレミアム5+プラン","","",""
"1057114","105-7114","東京ガス","東京都","港区","東新橋汐留シティセンター １４階","ミナトク","ヒガシシンバシシオドメシティセンター14カイ","1","2","プレミアム5+プラン","","",""
"1057115","105-7115","東京ガス","東京都","港区","東新橋汐留シティセンター １５階","ミナトク","ヒガシシンバシシオドメシティセンター15カイ","1","2","プレミアム5+プラン","","",""
"1057116","105-7116","東京ガス","東京都","港区","東新橋汐留シティセンター １６階","ミナトク","ヒガシシンバシシオドメシティセンター16カイ","1","2","プレミアム5+プラン","","",""
"1057117","105-7117","東京ガス","東京都","港区","東新橋汐留シティセンター １７階","ミナトク","ヒガシシンバシシオドメシティセンター17カイ","1","2","プレミアム5+プラン","","",""
"1057118","105-7118","東京ガス","東京都","港区","東新橋汐留シティセンター １８階","ミナトク","ヒガシシンバシシオドメシティセンター18カイ","1","2","プレミアム5+プラン","","",""
"1057119","105-7119","東京ガス","東京都","港区","東新橋汐留シティセンター １９階","ミナトク","ヒガシシンバシシオドメシティセンター19カイ","1","2","プレミアム5+プラン","","",""
"1057120","105-7120","東京ガス","東京都","港区","東新橋汐留シティセンター ２０階","ミナトク","ヒガシシンバシシオドメシティセンター20カイ","1","2","プレミアム5+プラン","","",""
"1057121","105-7121","東京ガス","東京都","港区","東新橋汐留シティセンター ２１階","ミナトク","ヒガシシンバシシオドメシティセンター21カイ","1","2","プレミアム5+プラン","","",""
"1057122","105-7122","東京ガス","東京都","港区","東新橋汐留シティセンター ２２階","ミナトク","ヒガシシンバシシオドメシティセンター22カイ","1","2","プレミアム5+プラン","","",""
"1057123","105-7123","東京ガス","東京都","港区","東新橋汐留シティセンター ２３階","ミナトク","ヒガシシンバシシオドメシティセンター23カイ","1","2","プレミアム5+プラン","","",""
"1057124","105-7124","東京ガス","東京都","港区","東新橋汐留シティセンター ２４階","ミナトク","ヒガシシンバシシオドメシティセンター24カイ","1","2","プレミアム5+プラン","","",""
"1057125","105-7125","東京ガス","東京都","港区","東新橋汐留シティセンター ２５階","ミナトク","ヒガシシンバシシオドメシティセンター25カイ","1","2","プレミアム5+プラン","","",""
"1057126","105-7126","東京ガス","東京都","港区","東新橋汐留シティセンター ２６階","ミナトク","ヒガシシンバシシオドメシティセンター26カイ","1","2","プレミアム5+プラン","","",""
"1057127","105-7127","東京ガス","東京都","港区","東新橋汐留シティセンター ２７階","ミナトク","ヒガシシンバシシオドメシティセンター27カイ","1","2","プレミアム5+プラン","","",""
"1057128","105-7128","東京ガス","東京都","港区","東新橋汐留シティセンター ２８階","ミナトク","ヒガシシンバシシオドメシティセンター28カイ","1","2","プレミアム5+プラン","","",""
"1057129","105-7129","東京ガス","東京都","港区","東新橋汐留シティセンター ２９階","ミナトク","ヒガシシンバシシオドメシティセンター29カイ","1","2","プレミアム5+プラン","","",""
"1057130","105-7130","東京ガス","東京都","港区","東新橋汐留シティセンター ３０階","ミナトク","ヒガシシンバシシオドメシティセンター30カイ","1","2","プレミアム5+プラン","","",""
"1057131","105-7131","東京ガス","東京都","港区","東新橋汐留シティセンター ３１階","ミナトク","ヒガシシンバシシオドメシティセンター31カイ","1","2","プレミアム5+プラン","","",""
"1057132","105-7132","東京ガス","東京都","港区","東新橋汐留シティセンター ３２階","ミナトク","ヒガシシンバシシオドメシティセンター32カイ","1","2","プレミアム5+プラン","","",""
"1057133","105-7133","東京ガス","東京都","港区","東新橋汐留シティセンター ３３階","ミナトク","ヒガシシンバシシオドメシティセンター33カイ","1","2","プレミアム5+プラン","","",""
"1057134","105-7134","東京ガス","東京都","港区","東新橋汐留シティセンター ３４階","ミナトク","ヒガシシンバシシオドメシティセンター34カイ","1","2","プレミアム5+プラン","","",""
"1057135","105-7135","東京ガス","東京都","港区","東新橋汐留シティセンター ３５階","ミナトク","ヒガシシンバシシオドメシティセンター35カイ","1","2","プレミアム5+プラン","","",""
"1057136","105-7136","東京ガス","東京都","港区","東新橋汐留シティセンター ３６階","ミナトク","ヒガシシンバシシオドメシティセンター36カイ","1","2","プレミアム5+プラン","","",""
"1057137","105-7137","東京ガス","東京都","港区","東新橋汐留シティセンター ３７階","ミナトク","ヒガシシンバシシオドメシティセンター37カイ","1","2","プレミアム5+プラン","","",""
"1057138","105-7138","東京ガス","東京都","港区","東新橋汐留シティセンター ３８階","ミナトク","ヒガシシンバシシオドメシティセンター38カイ","1","2","プレミアム5+プラン","","",""
"1057139","105-7139","東京ガス","東京都","港区","東新橋汐留シティセンター ３９階","ミナトク","ヒガシシンバシシオドメシティセンター39カイ","1","2","プレミアム5+プラン","","",""
"1057140","105-7140","東京ガス","東京都","港区","東新橋汐留シティセンター ４０階","ミナトク","ヒガシシンバシシオドメシティセンター40カイ","1","2","プレミアム5+プラン","","",""
"1057141","105-7141","東京ガス","東京都","港区","東新橋汐留シティセンター ４１階","ミナトク","ヒガシシンバシシオドメシティセンター41カイ","1","2","プレミアム5+プラン","","",""
"1057142","105-7142","東京ガス","東京都","港区","東新橋汐留シティセンター ４２階","ミナトク","ヒガシシンバシシオドメシティセンター42カイ","1","2","プレミアム5+プラン","","",""
"1057143","105-7143","東京ガス","東京都","港区","東新橋汐留シティセンター ４３階","ミナトク","ヒガシシンバシシオドメシティセンター43カイ","1","2","プレミアム5+プラン","","",""
"1057290","105-7290","東京ガス","東京都","港区","東新橋汐留メディアタワー","ミナトク","ヒガシシンバシシオドメメディアタワー","1","2","プレミアム5+プラン","","",""
"1057201","105-7201","東京ガス","東京都","港区","東新橋汐留メディアタワー １階","ミナトク","ヒガシシンバシシオドメメディアタワー1カイ","1","2","プレミアム5+プラン","","",""
"1057202","105-7202","東京ガス","東京都","港区","東新橋汐留メディアタワー ２階","ミナトク","ヒガシシンバシシオドメメディアタワー2カイ","1","2","プレミアム5+プラン","","",""
"1057203","105-7203","東京ガス","東京都","港区","東新橋汐留メディアタワー ３階","ミナトク","ヒガシシンバシシオドメメディアタワー3カイ","1","2","プレミアム5+プラン","","",""
"1057204","105-7204","東京ガス","東京都","港区","東新橋汐留メディアタワー ４階","ミナトク","ヒガシシンバシシオドメメディアタワー4カイ","1","2","プレミアム5+プラン","","",""
"1057205","105-7205","東京ガス","東京都","港区","東新橋汐留メディアタワー ５階","ミナトク","ヒガシシンバシシオドメメディアタワー5カイ","1","2","プレミアム5+プラン","","",""
"1057206","105-7206","東京ガス","東京都","港区","東新橋汐留メディアタワー ６階","ミナトク","ヒガシシンバシシオドメメディアタワー6カイ","1","2","プレミアム5+プラン","","",""
"1057207","105-7207","東京ガス","東京都","港区","東新橋汐留メディアタワー ７階","ミナトク","ヒガシシンバシシオドメメディアタワー7カイ","1","2","プレミアム5+プラン","","",""
"1057208","105-7208","東京ガス","東京都","港区","東新橋汐留メディアタワー ８階","ミナトク","ヒガシシンバシシオドメメディアタワー8カイ","1","2","プレミアム5+プラン","","",""
"1057209","105-7209","東京ガス","東京都","港区","東新橋汐留メディアタワー ９階","ミナトク","ヒガシシンバシシオドメメディアタワー9カイ","1","2","プレミアム5+プラン","","",""
"1057210","105-7210","東京ガス","東京都","港区","東新橋汐留メディアタワー １０階","ミナトク","ヒガシシンバシシオドメメディアタワー10カイ","1","2","プレミアム5+プラン","","",""
"1057211","105-7211","東京ガス","東京都","港区","東新橋汐留メディアタワー １１階","ミナトク","ヒガシシンバシシオドメメディアタワー11カイ","1","2","プレミアム5+プラン","","",""
"1057212","105-7212","東京ガス","東京都","港区","東新橋汐留メディアタワー １２階","ミナトク","ヒガシシンバシシオドメメディアタワー12カイ","1","2","プレミアム5+プラン","","",""
"1057213","105-7213","東京ガス","東京都","港区","東新橋汐留メディアタワー １３階","ミナトク","ヒガシシンバシシオドメメディアタワー13カイ","1","2","プレミアム5+プラン","","",""
"1057214","105-7214","東京ガス","東京都","港区","東新橋汐留メディアタワー １４階","ミナトク","ヒガシシンバシシオドメメディアタワー14カイ","1","2","プレミアム5+プラン","","",""
"1057215","105-7215","東京ガス","東京都","港区","東新橋汐留メディアタワー １５階","ミナトク","ヒガシシンバシシオドメメディアタワー15カイ","1","2","プレミアム5+プラン","","",""
"1057216","105-7216","東京ガス","東京都","港区","東新橋汐留メディアタワー １６階","ミナトク","ヒガシシンバシシオドメメディアタワー16カイ","1","2","プレミアム5+プラン","","",""
"1057217","105-7217","東京ガス","東京都","港区","東新橋汐留メディアタワー １７階","ミナトク","ヒガシシンバシシオドメメディアタワー17カイ","1","2","プレミアム5+プラン","","",""
"1057218","105-7218","東京ガス","東京都","港区","東新橋汐留メディアタワー １８階","ミナトク","ヒガシシンバシシオドメメディアタワー18カイ","1","2","プレミアム5+プラン","","",""
"1057219","105-7219","東京ガス","東京都","港区","東新橋汐留メディアタワー １９階","ミナトク","ヒガシシンバシシオドメメディアタワー19カイ","1","2","プレミアム5+プラン","","",""
"1057220","105-7220","東京ガス","東京都","港区","東新橋汐留メディアタワー ２０階","ミナトク","ヒガシシンバシシオドメメディアタワー20カイ","1","2","プレミアム5+プラン","","",""
"1057221","105-7221","東京ガス","東京都","港区","東新橋汐留メディアタワー ２１階","ミナトク","ヒガシシンバシシオドメメディアタワー21カイ","1","2","プレミアム5+プラン","","",""
"1057222","105-7222","東京ガス","東京都","港区","東新橋汐留メディアタワー ２２階","ミナトク","ヒガシシンバシシオドメメディアタワー22カイ","1","2","プレミアム5+プラン","","",""
"1057223","105-7223","東京ガス","東京都","港区","東新橋汐留メディアタワー ２３階","ミナトク","ヒガシシンバシシオドメメディアタワー23カイ","1","2","プレミアム5+プラン","","",""
"1057224","105-7224","東京ガス","東京都","港区","東新橋汐留メディアタワー ２４階","ミナトク","ヒガシシンバシシオドメメディアタワー24カイ","1","2","プレミアム5+プラン","","",""
"1057225","105-7225","東京ガス","東京都","港区","東新橋汐留メディアタワー ２５階","ミナトク","ヒガシシンバシシオドメメディアタワー25カイ","1","2","プレミアム5+プラン","","",""
"1057226","105-7226","東京ガス","東京都","港区","東新橋汐留メディアタワー ２６階","ミナトク","ヒガシシンバシシオドメメディアタワー26カイ","1","2","プレミアム5+プラン","","",""
"1057227","105-7227","東京ガス","東京都","港区","東新橋汐留メディアタワー ２７階","ミナトク","ヒガシシンバシシオドメメディアタワー27カイ","1","2","プレミアム5+プラン","","",""
"1057228","105-7228","東京ガス","東京都","港区","東新橋汐留メディアタワー ２８階","ミナトク","ヒガシシンバシシオドメメディアタワー28カイ","1","2","プレミアム5+プラン","","",""
"1057229","105-7229","東京ガス","東京都","港区","東新橋汐留メディアタワー ２９階","ミナトク","ヒガシシンバシシオドメメディアタワー29カイ","1","2","プレミアム5+プラン","","",""
"1057230","105-7230","東京ガス","東京都","港区","東新橋汐留メディアタワー ３０階","ミナトク","ヒガシシンバシシオドメメディアタワー30カイ","1","2","プレミアム5+プラン","","",""
"1057231","105-7231","東京ガス","東京都","港区","東新橋汐留メディアタワー ３１階","ミナトク","ヒガシシンバシシオドメメディアタワー31カイ","1","2","プレミアム5+プラン","","",""
"1057232","105-7232","東京ガス","東京都","港区","東新橋汐留メディアタワー ３２階","ミナトク","ヒガシシンバシシオドメメディアタワー32カイ","1","2","プレミアム5+プラン","","",""
"1057233","105-7233","東京ガス","東京都","港区","東新橋汐留メディアタワー ３３階","ミナトク","ヒガシシンバシシオドメメディアタワー33カイ","1","2","プレミアム5+プラン","","",""
"1057234","105-7234","東京ガス","東京都","港区","東新橋汐留メディアタワー ３４階","ミナトク","ヒガシシンバシシオドメメディアタワー34カイ","1","2","プレミアム5+プラン","","",""
"1057090","105-7090","東京ガス","東京都","港区","東新橋電通本社ビル","ミナトク","ヒガシシンバシデンツウホンシャビル","1","2","プレミアム5+プラン","","",""
"1057001","105-7001","東京ガス","東京都","港区","東新橋電通本社ビル １階","ミナトク","ヒガシシンバシデンツウホンシャビル1カイ","1","2","プレミアム5+プラン","","",""
"1057002","105-7002","東京ガス","東京都","港区","東新橋電通本社ビル ２階","ミナトク","ヒガシシンバシデンツウホンシャビル2カイ","1","2","プレミアム5+プラン","","",""
"1057003","105-7003","東京ガス","東京都","港区","東新橋電通本社ビル ３階","ミナトク","ヒガシシンバシデンツウホンシャビル3カイ","1","2","プレミアム5+プラン","","",""
"1057004","105-7004","東京ガス","東京都","港区","東新橋電通本社ビル ４階","ミナトク","ヒガシシンバシデンツウホンシャビル4カイ","1","2","プレミアム5+プラン","","",""
"1057005","105-7005","東京ガス","東京都","港区","東新橋電通本社ビル ５階","ミナトク","ヒガシシンバシデンツウホンシャビル5カイ","1","2","プレミアム5+プラン","","",""
"1057006","105-7006","東京ガス","東京都","港区","東新橋電通本社ビル ６階","ミナトク","ヒガシシンバシデンツウホンシャビル6カイ","1","2","プレミアム5+プラン","","",""
"1057007","105-7007","東京ガス","東京都","港区","東新橋電通本社ビル ７階","ミナトク","ヒガシシンバシデンツウホンシャビル7カイ","1","2","プレミアム5+プラン","","",""
"1057008","105-7008","東京ガス","東京都","港区","東新橋電通本社ビル ８階","ミナトク","ヒガシシンバシデンツウホンシャビル8カイ","1","2","プレミアム5+プラン","","",""
"1057009","105-7009","東京ガス","東京都","港区","東新橋電通本社ビル ９階","ミナトク","ヒガシシンバシデンツウホンシャビル9カイ","1","2","プレミアム5+プラン","","",""
"1057010","105-7010","東京ガス","東京都","港区","東新橋電通本社ビル １０階","ミナトク","ヒガシシンバシデンツウホンシャビル10カイ","1","2","プレミアム5+プラン","","",""
"1057011","105-7011","東京ガス","東京都","港区","東新橋電通本社ビル １１階","ミナトク","ヒガシシンバシデンツウホンシャビル11カイ","1","2","プレミアム5+プラン","","",""
"1057012","105-7012","東京ガス","東京都","港区","東新橋電通本社ビル １２階","ミナトク","ヒガシシンバシデンツウホンシャビル12カイ","1","2","プレミアム5+プラン","","",""
"1057013","105-7013","東京ガス","東京都","港区","東新橋電通本社ビル １３階","ミナトク","ヒガシシンバシデンツウホンシャビル13カイ","1","2","プレミアム5+プラン","","",""
"1057014","105-7014","東京ガス","東京都","港区","東新橋電通本社ビル １４階","ミナトク","ヒガシシンバシデンツウホンシャビル14カイ","1","2","プレミアム5+プラン","","",""
"1057015","105-7015","東京ガス","東京都","港区","東新橋電通本社ビル １５階","ミナトク","ヒガシシンバシデンツウホンシャビル15カイ","1","2","プレミアム5+プラン","","",""
"1057016","105-7016","東京ガス","東京都","港区","東新橋電通本社ビル １６階","ミナトク","ヒガシシンバシデンツウホンシャビル16カイ","1","2","プレミアム5+プラン","","",""
"1057017","105-7017","東京ガス","東京都","港区","東新橋電通本社ビル １７階","ミナトク","ヒガシシンバシデンツウホンシャビル17カイ","1","2","プレミアム5+プラン","","",""
"1057018","105-7018","東京ガス","東京都","港区","東新橋電通本社ビル １８階","ミナトク","ヒガシシンバシデンツウホンシャビル18カイ","1","2","プレミアム5+プラン","","",""
"1057019","105-7019","東京ガス","東京都","港区","東新橋電通本社ビル １９階","ミナトク","ヒガシシンバシデンツウホンシャビル19カイ","1","2","プレミアム5+プラン","","",""
"1057020","105-7020","東京ガス","東京都","港区","東新橋電通本社ビル ２０階","ミナトク","ヒガシシンバシデンツウホンシャビル20カイ","1","2","プレミアム5+プラン","","",""
"1057021","105-7021","東京ガス","東京都","港区","東新橋電通本社ビル ２１階","ミナトク","ヒガシシンバシデンツウホンシャビル21カイ","1","2","プレミアム5+プラン","","",""
"1057022","105-7022","東京ガス","東京都","港区","東新橋電通本社ビル ２２階","ミナトク","ヒガシシンバシデンツウホンシャビル22カイ","1","2","プレミアム5+プラン","","",""
"1057023","105-7023","東京ガス","東京都","港区","東新橋電通本社ビル ２３階","ミナトク","ヒガシシンバシデンツウホンシャビル23カイ","1","2","プレミアム5+プラン","","",""
"1057024","105-7024","東京ガス","東京都","港区","東新橋電通本社ビル ２４階","ミナトク","ヒガシシンバシデンツウホンシャビル24カイ","1","2","プレミアム5+プラン","","",""
"1057025","105-7025","東京ガス","東京都","港区","東新橋電通本社ビル ２５階","ミナトク","ヒガシシンバシデンツウホンシャビル25カイ","1","2","プレミアム5+プラン","","",""
"1057026","105-7026","東京ガス","東京都","港区","東新橋電通本社ビル ２６階","ミナトク","ヒガシシンバシデンツウホンシャビル26カイ","1","2","プレミアム5+プラン","","",""
"1057027","105-7027","東京ガス","東京都","港区","東新橋電通本社ビル ２７階","ミナトク","ヒガシシンバシデンツウホンシャビル27カイ","1","2","プレミアム5+プラン","","",""
"1057028","105-7028","東京ガス","東京都","港区","東新橋電通本社ビル ２８階","ミナトク","ヒガシシンバシデンツウホンシャビル28カイ","1","2","プレミアム5+プラン","","",""
"1057029","105-7029","東京ガス","東京都","港区","東新橋電通本社ビル ２９階","ミナトク","ヒガシシンバシデンツウホンシャビル29カイ","1","2","プレミアム5+プラン","","",""
"1057030","105-7030","東京ガス","東京都","港区","東新橋電通本社ビル ３０階","ミナトク","ヒガシシンバシデンツウホンシャビル30カイ","1","2","プレミアム5+プラン","","",""
"1057031","105-7031","東京ガス","東京都","港区","東新橋電通本社ビル ３１階","ミナトク","ヒガシシンバシデンツウホンシャビル31カイ","1","2","プレミアム5+プラン","","",""
"1057032","105-7032","東京ガス","東京都","港区","東新橋電通本社ビル ３２階","ミナトク","ヒガシシンバシデンツウホンシャビル32カイ","1","2","プレミアム5+プラン","","",""
"1057033","105-7033","東京ガス","東京都","港区","東新橋電通本社ビル ３３階","ミナトク","ヒガシシンバシデンツウホンシャビル33カイ","1","2","プレミアム5+プラン","","",""
"1057034","105-7034","東京ガス","東京都","港区","東新橋電通本社ビル ３４階","ミナトク","ヒガシシンバシデンツウホンシャビル34カイ","1","2","プレミアム5+プラン","","",""
"1057035","105-7035","東京ガス","東京都","港区","東新橋電通本社ビル ３５階","ミナトク","ヒガシシンバシデンツウホンシャビル35カイ","1","2","プレミアム5+プラン","","",""
"1057036","105-7036","東京ガス","東京都","港区","東新橋電通本社ビル ３６階","ミナトク","ヒガシシンバシデンツウホンシャビル36カイ","1","2","プレミアム5+プラン","","",""
"1057037","105-7037","東京ガス","東京都","港区","東新橋電通本社ビル ３７階","ミナトク","ヒガシシンバシデンツウホンシャビル37カイ","1","2","プレミアム5+プラン","","",""
"1057038","105-7038","東京ガス","東京都","港区","東新橋電通本社ビル ３８階","ミナトク","ヒガシシンバシデンツウホンシャビル38カイ","1","2","プレミアム5+プラン","","",""
"1057039","105-7039","東京ガス","東京都","港区","東新橋電通本社ビル ３９階","ミナトク","ヒガシシンバシデンツウホンシャビル39カイ","1","2","プレミアム5+プラン","","",""
"1057040","105-7040","東京ガス","東京都","港区","東新橋電通本社ビル ４０階","ミナトク","ヒガシシンバシデンツウホンシャビル40カイ","1","2","プレミアム5+プラン","","",""
"1057041","105-7041","東京ガス","東京都","港区","東新橋電通本社ビル ４１階","ミナトク","ヒガシシンバシデンツウホンシャビル41カイ","1","2","プレミアム5+プラン","","",""
"1057042","105-7042","東京ガス","東京都","港区","東新橋電通本社ビル ４２階","ミナトク","ヒガシシンバシデンツウホンシャビル42カイ","1","2","プレミアム5+プラン","","",""
"1057043","105-7043","東京ガス","東京都","港区","東新橋電通本社ビル ４３階","ミナトク","ヒガシシンバシデンツウホンシャビル43カイ","1","2","プレミアム5+プラン","","",""
"1057044","105-7044","東京ガス","東京都","港区","東新橋電通本社ビル ４４階","ミナトク","ヒガシシンバシデンツウホンシャビル44カイ","1","2","プレミアム5+プラン","","",""
"1057045","105-7045","東京ガス","東京都","港区","東新橋電通本社ビル ４５階","ミナトク","ヒガシシンバシデンツウホンシャビル45カイ","1","2","プレミアム5+プラン","","",""
"1057046","105-7046","東京ガス","東京都","港区","東新橋電通本社ビル ４６階","ミナトク","ヒガシシンバシデンツウホンシャビル46カイ","1","2","プレミアム5+プラン","","",""
"1057047","105-7047","東京ガス","東京都","港区","東新橋電通本社ビル ４７階","ミナトク","ヒガシシンバシデンツウホンシャビル47カイ","1","2","プレミアム5+プラン","","",""
"1057390","105-7390","東京ガス","東京都","港区","東新橋東京汐留ビルディング","ミナトク","ヒガシシンバシトウキョウシオドメビルディング","1","2","プレミアム5+プラン","","",""
"1057301","105-7301","東京ガス","東京都","港区","東新橋東京汐留ビルディング １階","ミナトク","ヒガシシンバシトウキョウシオドメビルディング1カイ","1","2","プレミアム5+プラン","","",""
"1057302","105-7302","東京ガス","東京都","港区","東新橋東京汐留ビルディング ２階","ミナトク","ヒガシシンバシトウキョウシオドメビルディング2カイ","1","2","プレミアム5+プラン","","",""
"1057303","105-7303","東京ガス","東京都","港区","東新橋東京汐留ビルディング ３階","ミナトク","ヒガシシンバシトウキョウシオドメビルディング3カイ","1","2","プレミアム5+プラン","","",""
"1057304","105-7304","東京ガス","東京都","港区","東新橋東京汐留ビルディング ４階","ミナトク","ヒガシシンバシトウキョウシオドメビルディング4カイ","1","2","プレミアム5+プラン","","",""
"1057305","105-7305","東京ガス","東京都","港区","東新橋東京汐留ビルディング ５階","ミナトク","ヒガシシンバシトウキョウシオドメビルディング5カイ","1","2","プレミアム5+プラン","","",""
"1057306","105-7306","東京ガス","東京都","港区","東新橋東京汐留ビルディング ６階","ミナトク","ヒガシシンバシトウキョウシオドメビルディング6カイ","1","2","プレミアム5+プラン","","",""
"1057307","105-7307","東京ガス","東京都","港区","東新橋東京汐留ビルディング ７階","ミナトク","ヒガシシンバシトウキョウシオドメビルディング7カイ","1","2","プレミアム5+プラン","","",""
"1057308","105-7308","東京ガス","東京都","港区","東新橋東京汐留ビルディング ８階","ミナトク","ヒガシシンバシトウキョウシオドメビルディング8カイ","1","2","プレミアム5+プラン","","",""
"1057309","105-7309","東京ガス","東京都","港区","東新橋東京汐留ビルディング ９階","ミナトク","ヒガシシンバシトウキョウシオドメビルディング9カイ","1","2","プレミアム5+プラン","","",""
"1057310","105-7310","東京ガス","東京都","港区","東新橋東京汐留ビルディング １０階","ミナトク","ヒガシシンバシトウキョウシオドメビルディング10カイ","1","2","プレミアム5+プラン","","",""
"1057311","105-7311","東京ガス","東京都","港区","東新橋東京汐留ビルディング １１階","ミナトク","ヒガシシンバシトウキョウシオドメビルディング11カイ","1","2","プレミアム5+プラン","","",""
