"確認済","","都道府県","市区","町村等","電力会社電話番号","水道局問い合わせ先","水道局電話番号","受付時間","定休日","ＨＰ","","","",""
"済","2468","愛知県","新城市","本郷","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2469","愛知県","新城市","内金","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2470","愛知県","新城市","富保","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2471","愛知県","新城市","浅畑","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2472","愛知県","新城市","下平","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2473","愛知県","新城市","東矢田","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2474","愛知県","新城市","寺林","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2475","愛知県","新城市","大峠","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2476","愛知県","新城市","布里","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2477","愛知県","新城市","只持","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2478","愛知県","新城市","一色","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2479","愛知県","新城市","塩瀬","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2480","愛知県","新城市","島田","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2481","愛知県","新城市","源氏","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2482","愛知県","新城市","恩原","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2483","愛知県","新城市","大輪","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2484","愛知県","新城市","湯島","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2485","愛知県","新城市","門谷","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2486","愛知県","新城市","玖老勢","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2487","愛知県","新城市","副川","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2488","愛知県","新城市","海老","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2489","愛知県","新城市","連合","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2490","愛知県","新城市","四谷","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2491","愛知県","新城市","下吉田","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2492","愛知県","新城市","上吉田","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2493","愛知県","新城市","竹ノ輪","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2494","愛知県","新城市","多利野","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2495","愛知県","新城市","黄柳野","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2496","愛知県","新城市","蔵平","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2497","愛知県","新城市","小川","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2498","愛知県","新城市","栗衣","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2499","愛知県","新城市","大平","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2500","愛知県","新城市","本久","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2501","愛知県","新城市","引地","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2502","愛知県","新城市","橋平","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2503","愛知県","新城市","湯谷","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2504","愛知県","新城市","槙原","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2505","愛知県","新城市","ドウデイ","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2506","愛知県","新城市","柿平","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2507","愛知県","新城市","大野","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2508","愛知県","新城市","井代","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2509","愛知県","新城市","能登瀬","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2510","愛知県","新城市","名越","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2511","愛知県","新城市","睦平","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2512","愛知県","新城市","細川","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2513","愛知県","新城市","秋葉巣山","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2514","愛知県","新城市","七郷一","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2515","愛知県","新城市","名号","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2516","愛知県","新城市","鳳来川合","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2517","愛知県","新城市","池場","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2518","愛知県","新城市","守義","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2519","愛知県","新城市","菅沼","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2520","愛知県","新城市","善夫","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2521","愛知県","新城市","木和田","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2522","愛知県","新城市","岩波","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2523","愛知県","新城市","黒瀬","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2524","愛知県","新城市","南中河内","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2525","愛知県","新城市","北中河内","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2526","愛知県","新城市","西田原","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2527","愛知県","新城市","東田原","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2528","愛知県","新城市","明和","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2529","愛知県","新城市","長者平","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2530","愛知県","新城市","鴨ヶ谷","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2531","愛知県","新城市","市場","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2532","愛知県","新城市","作手須山","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2533","愛知県","新城市","北畑","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2534","愛知県","新城市","野郷","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2535","愛知県","新城市","作手川合","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2536","愛知県","新城市","相寺","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2537","愛知県","新城市","和田","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2538","愛知県","新城市","見代","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2539","愛知県","新城市","戸津呂","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2540","愛知県","新城市","杉平","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2541","愛知県","新城市","赤羽根","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2542","愛知県","新城市","小林","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2543","愛知県","新城市","東高松","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2544","愛知県","新城市","大和田","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2545","愛知県","新城市","田代","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2546","愛知県","新城市","東新町","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2547","愛知県","新城市","西新町","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2548","愛知県","新城市","本町","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2549","愛知県","新城市","入船","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2550","愛知県","新城市","新城中町　","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2551","愛知県","新城市","栄町","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2552","愛知県","新城市","橋向","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2553","愛知県","新城市","的場","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2554","愛知県","新城市","弁天","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2555","愛知県","新城市","片山","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2556","愛知県","新城市","徳定","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2557","愛知県","新城市","山","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2558","愛知県","新城市","臼子","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2559","愛知県","新城市","今出平","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2560","愛知県","新城市","諏訪","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2561","愛知県","新城市","杉山","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2562","愛知県","新城市","石田","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2563","愛知県","新城市","野田","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2564","愛知県","新城市","中市場","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2565","愛知県","新城市","大野田","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2566","愛知県","新城市","稲木","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2567","愛知県","新城市","豊島","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2568","愛知県","新城市","川田","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2569","愛知県","新城市","川田原","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2570","愛知県","新城市","上市場東住宅","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2571","愛知県","新城市","上市場西住宅","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2572","愛知県","新城市","平井","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2573","愛知県","新城市","東原住宅","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2574","愛知県","新城市","上平井","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2575","愛知県","新城市","矢部","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2576","愛知県","新城市","富沢","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2577","愛知県","新城市","富永","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2578","愛知県","新城市","大宮","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2579","愛知県","新城市","牛倉","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2580","愛知県","新城市","須長","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2581","愛知県","新城市","浅谷","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2582","愛知県","新城市","出沢","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2583","愛知県","新城市","横川","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2584","愛知県","新城市","大海","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2585","愛知県","新城市","有海","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2586","愛知県","新城市","八束穂","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2587","愛知県","新城市","竹広","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2588","愛知県","新城市","川路","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2589","愛知県","新城市","萩平住宅","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2590","愛知県","新城市","緑が丘","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2591","愛知県","新城市","市川","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2592","愛知県","新城市","塩沢","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2593","愛知県","新城市","鳥原","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2594","愛知県","新城市","吉川","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2595","愛知県","新城市","小畑","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2596","愛知県","新城市","中宇利","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2597","愛知県","新城市","富岡","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2598","愛知県","新城市","黒田","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2599","愛知県","新城市","庭野","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2600","愛知県","新城市","一鍬田","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2601","愛知県","新城市","八名井","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"済","2602","愛知県","新城市","東清水野","0120-985-631","新城市上下水道部","0536-23-7645","8：30～17：15","土・日・祝　","http://www.city.shinshiro.lg.jp/index.cfm/6,0,175,html","","","",""
"不可","1824","東京都","新島村","","0120-995-005","新島村下水道係","04992-5-0212","","","","","","",""
"済","1936","新潟県","新発田市","","0120-175-266","新発田水道局","0254-20-0141","8：30～17：15","土・日・祝","http://www.city.shibata.lg.jp/kurashi/suido/suidokyoku/index.html","","","",""
"不可","2221","静岡県","榛原郡","吉田町","0120-985-231","吉田水道課","0548-33-2127","","","","","","",""
"不可","2222","静岡県","榛原郡","川根本町","0120-985-231","川根本建設課","0547-56-2227","","","","","","",""
"不可","37","北海道","深川市","","0120-12-6565","深川水道部","0164-26-2365","","","","","","",""
"済","713","埼玉県","深谷市","","0120-995-441","深谷市環境水道部","048-577-7543","8：30～17：15","土・日・祝日","http://www.city.fukaya.saitama.jp/kurashi/kurashi/jogesuido/jyosuido/tetsuzuki/1391672293475.html","","","",""
"済","630","栃木県","真岡市","","0120-995-111","㈱日本ウォーターテックス","0285-83-8166","8：30～17：15","土・日・祝","https://www.city.moka.lg.jp/toppage/soshiki/jouhouseisaku/1/1/1/5625.html","","","",""
"不可","6061","岡山県","真庭郡新庄村","","0120-410-254","新庄村産業建設課","0867-56-2628","","","","","","",""
"済","6054","岡山県","真庭市","","0120-410-254","真庭市水道課","0867-42-1108","8：30～17：15","土・日・祝日","http://www.city.maniwa.lg.jp/webapps/www/service/detail_2.jsp?id=1205","","","",""
"済","4824","兵庫県","神戸市須磨区","","0800-777-8041","神戸水道局CS","078-797-5555","9：00～17：15","土・日・祝日","http://www.city.kobe.lg.jp/life/town/waterworks/water/madoguti/tetuzuki/index.html","","","",""
"済","4825","兵庫県","神戸市垂水区","","0800-777-8046","神戸水道局CS","078-797-5555","9：00～17：15","土・日・祝日","http://www.city.kobe.lg.jp/life/town/waterworks/water/madoguti/tetuzuki/index.html","","","",""
